DaftID,Url,Address,Property_Type,Price,Beds,Baths,Available_From,Furnished,Lease,Description,Date,Views
216716026,https://www.daft.ie/for-rent/apartment-apt-226-the-schooner-d07-t209-dublin-7/5312490,"Apt 226, The Schooner, D07 T209, Dublin 7",Apartment,"€1,750 per month",1 Bed,1 Bath,Immediately,Yes,Minimum 1 Year,"Available to rent immediately, This is a lovely 1 bedroom, 3rd floor apartment with well proportioned space and good light throughout . There is a balcony off the living area with view onto the Liffey . The Schooner is situated next to the Four Courts. Number 226 is located inside a secure gated development.

The accommodation briefly comprises an entrance hallway, large open plan living/dining room with balcony off, fitted kitchen with washing machine, spacious double bedroom and a bathroom.. The Schooner complex has well-maintained communal areas, lift access .

The location is excellent, right beside the Four Courts. There is an abundance of amenities within easy reach including the Phoenix Park, Smithfield Plaza and the prime shopping areas of Henry Street and Grafton Street. The T.U Dublin campus is situated approximately 15 minutes walk from the property. Public transport including Heuston Train Station, Dublin bus routes, Dublin Bikes and the LUAS red line are located on the property's doorstep providing easy access to the City Centre and surrounding areas.",22/06/2023,"1,570"
24709188,https://www.daft.ie/for-rent/apartment-blackrock-co-dublin-booterstown-co-dublin/4709188,"Blackrock, Co. Dublin, Booterstown, Co. Dublin",Apartment,"€3,500 per month",3 Bed,2 Bath,2,"Jun 25th, 2023",Yes,"Less 20 mins walk from Blackrock village, a well maintained spacious 3 bedroom apartment is available to rent. beds with mattresses are included, there are wardrobes in every room. Please email me to see the apartment. Please state the period you want to rent , thank you.",22/06/2023,"4,612"
216492562,https://www.daft.ie/for-rent/apartment-3-bedroom-apartment-oatlands-manor-cherrygarth-mount-merrion-co-dublin/5287995,"3 Bedroom Apartment, Oatlands Manor, Cherrygarth, Mount Merrion, Co. Dublin",Apartment,"€3,800 per month",3 Bed,2 Bath,Immediately,Yes,Minimum 1 Year,"Oatlands Manor is a prestigious and exclusive collection of apartments and duplexes located in the heart of Mount Merrion, close to Stillorgan, Blackrock and Dundrum villages. Within a short walk to the N11 QBC giving public transport access to Dublin City Centre within 30 mins.  The green line Stillorgan luas stop is less than a 15 minutes walk, where the green line brings you to Stephens Green within 21 minutes and out to Cherrywood within 18 minutes.

The three bedroom apartments in Oatlands Manor open into a large hallway furnished with a contemporary mirror hung above a console table, with storage and utility rooms. Leading through from the hallway into a large open plan kitchen/dining and living area.  The kitchen is bright and modern with integrated appliances.  The dining area is furnished with a large table for all your entertaining needs which also leads out to the balcony.  The living area is furnished with a sofa, armchair, tv unit and floor lamp.  The bedrooms are light filled, complete with built in wardrobes providing ample storage.  The bathrooms are fully tiled with heated towel rails.",13/06/2023,"1,107"
216682791,https://www.daft.ie/for-rent/apartment-apartment-116-kerrymount-castle-court-kilgobbin-wood/5309126,"Apartment 116, Kerrymount, Castle Court, Kilgobbin Wood",Apartment,"€1,691 per month",2 Bed,1 Bath,Immediately,Yes,Minimum 1 Year,"This property is a spacious 2 bed in Sandyford, close to the m50, Dundrum and Sandyford industrial estate. It is a lovely secure location.",19/06/2023,"4,223"
216543672,https://www.daft.ie/for-rent/apartment-apartment-44-kilcross-square/5294620,"Apartment 44, Kilcross Square",Apartment,"€1,707 per month",1 Bed,1 Bath,Immediately,Yes,Minimum 1 Year,"*** PLEASE REGISTER INTEREST BY EMAIL ONLY *** 

Mark Kelly & Associates are delighted to present this 1 bed 1 bath fully furnished apartment to the South Dublin rental market. 

The apartment is on the 2nd floor and has a panoramic view of Dublin Bay. Accommodation briefly comprises; hallway, kitchen with all mod cons including a gas fired hob, living room/dining room with access to balcony, one double bedroom with a built-in wardrobe, and a bathroom with shower completing the accommodation. There is also attic storage within this unit. 

The apartment is in a superb location, just minutes from a host of retail, entertainment and health facilities in Sandyford and within easy access to Dundrum Town Centre, city centre and lots of public transport options including the bus and Luas.

Please Note:
No Smoking
No Pets",22/06/2023,"1,570"
24879827,https://www.daft.ie/for-rent/apartment-apartment-67-rockview-blackglen-road-sandyford-dublin-18/3229851,"Apartment 67, Rockview, Blackglen Road, Sandyford, Dublin 18",Apartment,"€1,535 per month",1 Bed,1 Bath,Immediately,Yes,Minimum 1 Year,"Stone property are delighted to present this beautifully presented, one-bed apartment, overlooking the city, in the rolling hills of Sandyford.

The apartment is bright and spacious and has been tastefully decorated. The beautiful light filled living room, opens into the modern fully fitted kitchen with a integrated fridge / freezer, washer / dryer, dishwasher, oven/hob and microwave. There is a generous bright double bedroom with built in wardrobes. There is also a private balcony with views over the city.

The apartment has high quality light oakwood floors throughout, with new couch and arm chair, a generous entrance hall, Gas heating and video intercom. There is a secure designated parking space and ample visitor parking.

Rockview is a highly desired development, it is quickly accessible to the M50 and has a good bus network. The development is also serviced by the 114 bus which goes to Blackrock DART station, via the LUAS station in Sandyford. Rockview also boasts its own amenities on site which include, a Creche, Centra convenience store, Doctors surgery and the Blackglen Pharmacy. 


Viewing is highly recommended",21/06/2023,"10,408"
215530164,https://www.daft.ie/for-rent/house-65-wellington-road-ballsbridge-dublin-4/4654735,"65 Wellington Road, Ballsbridge, Dublin 4",House,"€7,105 per month",3 Bed,2 Bath,Immediately,Yes,Minimum 1 Year,"Bergins are delighted to present number 65, a stunning 3 bedroom property on the very sought after Wellington Road.  This beautifully presented home offers a large Kitchen at garden level along with a  formal dining room.  On the hall floor, we have two perfectly appointed connecting reception rooms with detailed cornicing and fireplaces.  Also at hall level, there is a West facing conservatory, over looking the pretty garden to the rear, an ideal space for reading and enjoying the afternoon sun.

Up stairs we have three generous double bedrooms and a Family Bathroom, with separate bath and shower.

Number 65 comes fully furnished to the highest standard.",22/06/2023,"4,919"
25310939,https://www.daft.ie/for-rent/apartment-herbert-park-lane-ballsbridge-donnybrook-dublin-4/5310939,"Herbert Park Lane Ballsbridge , Donnybrook, Dublin 4",Apartment,"€1,746 per month",1 Bed,1 Bath,"Aug 1st, 2023",Yes,Minimum 1 Year,Beautiful elegant 1 bedroom 3rd floor apartment in the heart of Ballsbridge village - fully furnished (traditional style) - within walking distance of Grafton Street and City Centre,21/06/2023,"8,016"
25284502,https://www.daft.ie/for-rent/apartment-southmede-dundrum-dublin-14/5284502,"Southmede, Dundrum, Dublin 14",Apartment,"€2,950 per month",3 Bed,2 Bath,2,"Jul 1st, 2023",Minimum 1 Year,"Fantastic modern contemporary designed 3-bedroom, 2nd-floor apartment in this stunning development.

Southmede is located just off Wyckham/Ballinteer Road, Dundrum which is established as a premier Dublin address, minutes walk from the Dundrum Town Centre with its speciality shops, stylish cafes, restaurants, world renowned department stores, multiplex cinema, fitness centres and a whole host of other fantastic local amenities.

Minutes from Balally Luas Station providing access to the city centre in c.20 minutes.

The M50 motorway and quality bus routes also serve the area. The new Aircoach bus route stops right outside.

Dundrum sits in the foothills of the Dublin Mountains providing breath-taking scenery along with the nearby stunning Marley Park. The property is convenient to Sandyford Business Park, racing at Leopardstown as well as a host of prestigious schools.

Southmede has a fantastic landscaping scheme designed with flair and imagination to complement the quality of the buildings. There are mature trees, stone and granite paving layouts and a water feature to create a stunning environment for residents.

Secure basement gated and steel caged bicycle parking.

Basement designated refuse room.

South-East facing timber-decked balcony.

Free parking space and numerous visitor parking spaces.

\'Wenge\' designed kitchen with integrated NEFF and Zanussi appliances.

Fitted wardrobes in all bedrooms.

Viewing is Highly Recommended.",19/06/2023,"5,036"
25312081,https://www.daft.ie/for-rent/apartment-r-ballsbridge-dublin-4/5312081,"R, Ballsbridge, Dublin 4",Apartment,"€3,900 per month",3 Bed,2 Bath,"Jun 26th, 2023",Yes,No Minimum,"This is a beautiful 3 bedroom apartment at garden level. Each room has a double bed. There are two 2 bathrooms and a large living room area, as well as an eat-in kitchen and access to private patio area and garden. It is situated in the heart of Ballsbridge close to restaurants, cafes, bars, the Aviva stadium and the beautiful Herbert park. It is a 25-minute walk to city center and a 10 minute walk to Lansdowne dart station and many bus routes",22/06/2023,671
216541466,https://www.daft.ie/for-rent/flat-flat-10-67-rathgar-road-rathgar-dublin-6/5294172,"Flat 10, 67 Rathgar Road, Rathgar, Dublin 6",Apartment,"€1,200 per month",1 Bed,1 Bath,Immediately,Yes,Minimum 1 Year,"Please respond by email only,
Ryan Estate Agents are pleased to present this ground floor one bedroom flat for rent, Located on Rathgar Road, the property has excellent public transport links with a Dublin bus stop within 2 minutes walk. The property is compact, very well presented with Kitchen living room and separate bedroom and bathroom.
No parking available.",22/06/2023,"3,145"
216319142,https://www.daft.ie/for-rent/apartment-flat-1-19-brighton-avenue-rathmines-dublin-6/4745133,"Flat 1, 19 Brighton Avenue, Rathmines, Dublin 6",Apartment,"€1,900 per month",1 Bed,1 Bath,Immediately,Yes,Minimum 1 Year,"Grayling Property Management are delighted to present this beautiful, bright, spacious 1 Bedroom apartment in the heart of the ever popular Rathgar. This apartment comprises a modern kitchen, living/dining area and separate bedroom. Rathgar is a vibrant and energetic village just 20 minutes walk from the city centre of Dublin. Within the village there are a wide variety of shopping, dining and entertainment conveniences. Numerous bus routes servicing all parts of the city pass the front door. Viewing is essential to appreciate this fine property.",22/06/2023,"18,005"
25285876,https://www.daft.ie/for-rent/apartment-apt-38-merrion-court-ailesbury-road-dublin-4-donnybrook-dublin-4/5285876,"Apt 38 Merrion Court, Ailesbury Road, Dublin 4, Donnybrook, Dublin 4",Apartment,"€3,250 per month",2 Bed,1 Bath,Immediately,Yes,Minimum 1 Year,"Newly refurbished, two bedroom, second floor apartment. 500meters from St. Vincent's Hospital. 1 minute walk to Sydney Parade Dart Station. Quiet, established development.",21/06/2023,"1,528"
25282938,https://www.daft.ie/for-rent/flat-greenlea-road-dublin-6w-terenure-dublin-6/5282938,"Greenlea Road, Dublin 6w, Terenure, Dublin 6",Apartment,"€1,850 per month",1 Bed,1 Bath,Immediately,Yes,Minimum 3 Months,"** BILLS INCLUDED IN PRICE **

Spacious and modern flat just feet away from both Terenure and Templeogue village, with access to many bus routes

Owners living in main house.

This is a strictly non-smoking building.
No pets are allowed of any kind.
Free on street parking.

There is a 3 month lease, with a view to extending.

Suit non-smoking, quiet SOLO occupant only.

Bills are included in the price.

Willing to negotiate rate for a student who may want to rent Monday - Friday only.

References essential. Contact by email ONLY.",21/06/2023,"3,454"
216232048,https://www.daft.ie/for-rent/apartment-apt-1-hillcrest-house-94-rathgar-road/4736426,"Apt 1, Hillcrest House, 94 Rathgar Road",Apartment,"€2,100 per month",1 Bed,1 Bath,Immediately,Yes,Minimum 1 Year,"*** Please reply by email only ***

DNG Lettings are delighted to offer this newly renovated ground floor 1 bed apartment to the market. No.1 Hillcrest House, 94 Rathgar road is situated on the highly sought after Rathgar Road in the heart of Rathgar only a few yards away from the main shopping area. The location is second to none in terms of convenience, just a gentle stroll away from Rathgar village, it is also within easy reach of much coveted schools, parks, local shops, restaurants and fine delicatessens and sporting amenities together with excellent transport links, bus routes and LUAS giving easy access to the city centre. No.1 Hillcrest House has recently been renovated. There is a brand new kitchen with built in units and appliances including a new washing machine / dryer- cooker and hob. The lounge is spacious , has recently been redecorated and furnished and boasts abundant light from its sunny aspect. Overall the apartment comprises of entrance hallway, spacious lounge with open fireplace and new electric heating, new fitted kitchen, brand new bathroom and seperate master bedroom with built in wardrobes and study table. There is  Private Car-Parking and the grounds are well maintained. There is a bus stop right outside on an extremely frequent route with direct access 10mins into the city centre.",22/06/2023,"3,744"
216685482,https://www.daft.ie/for-rent/apartment-westminster-wood-foxrock-dublin-18/5309287,"Westminster Wood, Foxrock, Dublin 18",Apartment,"€3,450 per month",2 Bed,2 Bath,"Jul 14th, 2023",Yes,Minimum 3 Months,"***COLMAN GRIMES ESTATE AGENTS*** SHORT TERM LETTING***3 MONTHS*** FIRST LETTING OF THS STUNNING APARTMENT*** BILLS INCLUDED ***This own door property briefly comprises of an open-plan light filled kitchen and living area which opens to private landscaped rear garden and patio area. There are two double bedrooms one with an en-suite bathroom and both with ample wardrobe space. The internal space is complete with family bathroom, utility room and storage areas. To the rear we have a beautiful private walled garden and designated parking to the front.***Westminster Wood is ideally located close to Foxrock Village, one of the most highly sought after neighbourhoods in South Dublin. A close and well-established community, Foxrock offers residents the ideal combination of village life, city living and scenic coastal and mountain retreats.There are numerous transport options on your doorstep includingthe QBC N11 bus corridor and Aircoach giving you easy access to the city centre and the airport. Westminster Wood is also within easy reach of the LUAS stop at Carrickmines with its park and ride facility connecting you into the City in 30 minutes. Driving exit 15 and 16 on the M50 interchange offers both north and south-bound access to all major national routes. DéÂºn Laoghaire, Dalkey and Killiney are just 15 minutes away by car. HIGHLIGHTS: ** BILLS INCLUDED** **FIRST LETTING**PRESTIGOUS LOCATION*** LANDSCAPED GARDEN** Rent: €3450 Monthly VIEWING: By appointment only -Strictly 3 Months only. 14th July- 14th October. Reply with your details and we will contact you with viewing details.",21/06/2023,335
24693314,https://www.daft.ie/for-rent/house-19-annesley-gardens-ranelagh-dublin-6/4693314,"19 Annesley Gardens, Ranelagh, Dublin 6",House,"€9,100 per month",4 Bed,4 Bath,4,Immediately,Yes,"FULLY FURNISHED AND READY TO MOVE IN
Larger (180 m2) and beautifully furnished, 19 Annesley Gardens is a stunning 4-bedroom A-rated home in a sensitively designed enclave off Annesley Avenue in Ranelagh. It sits alongside its 19th century red-brick neighbours and is true to the character of Dublin's oldest residential community. 

Located within this historic and leafy area, it is much sought after. Convenience is on the doorstep; it is well served with local cafes, shops, and Morton's family supermarket. Also within walking distance is Ranelagh village where you will find a host of restaurants, delis, bars, cafes, boutiques and gourmet food shops. 

This light filled home has instant appeal. It presents a large ground floor with generous living space, well-proportioned rooms, ample storage, a kitchen full of natural light, extra-large ensuite master bedroom with walk-in wardrobe, impeccable finishes throughout and underfloor heating. A private south-facing rear garden is an ideal spot for relaxation.

Built around the principle of environmental sustainability the result is an exceptional A-rated home that is incredibly cost-efficient to run. 

Some of South Dublin's most prestigious schools and universities are all within an easy commute. For sports enthusiasts, rugby, cricket, Gaelic games, tennis, hockey and badminton are well established in the immediate area. 

Access to public transportation is a short walk (2 mins) to the Beechwood station. The efficient light rail Luas Green Line provides direct service to top schools(including Nord Anglia), to Dublin city centre, and to Ireland's premium shopping mall in Dundrum.",22/06/2023,"7,929"
25305085,https://www.daft.ie/for-rent/apartment-the-gasworks-barrow-street-dublin-4-dublin-4/5305085,"The Gasworks, Barrow Street, Dublin 4, Dublin 4",Apartment,"€3,800 per month",3 Bed,2 Bath,"Jun 24th, 2023",Yes,Minimum 1 Year,"Belmont Real Estate presents this bright and modern three bedroom apartment situated on the third floor of a small block of apartments within this well managed, Dublin 4 development next door to Google's EMEA HQ and Grand Canal Dart Station. 

The Gasworks is a popular and sought after development situated in a mature residential area with the convenience to every conceivable amenity. The estate is extremely well managed with onsite caretakers and onsite security in the evenings.  

Extending to 99m2, features of the property include a very spacious and bright living room, ample storage and three well portioned bedrooms. 

The accommodation comprises entrance hall with a storage/utility room and hot-press, open plan living/dining room, fully equipped kitchen, three double bedrooms (one ensuite) and a main bathroom.

The apartment is on the second floor of the block and is accessed via stairs. 

There are endless amenities within walking distance from the development. Stroll into Grafton Street for all your shopping needs. There are an array of hotels, restaurants, cinemas, pubs and clubs in the city centre or throughout Dublin 4 and neighbouring suburbs.

Close by areas of interest:

The Aviva Stadium, Lansdowne Road
Lansdowne Tennis Club
Sportsco- Gym & Leisure Club
Eden One- Gym & Leisure Club
Surf Dock- Watersports
Herbert Park & St Stephens Green
Sandymount Strand
Bord Gais Energy Theatre",15/06/2023,"1,318"
216543671,https://www.daft.ie/for-rent/house-41-pleasants-street-dublin-8/5294617,"41 Pleasants Street, Dublin 8",House,"€4,000 per month",3 Bed,3 Bath,Immediately,Yes,Minimum 1 Year,"Stunning newly-built, triple-glazed, high-spec, 3-bedroom townhouse located in the epicentre of Portobello; Dublin's leading social district.  Designed by an award-winning architect, this wonderfully unique home benefits from an array of design features. 
 
Warmth, natural light and clean lines takes precedence in this open plan layout, where each space is allocated on different floors. 
 
Ground Floor: A large kitchen, dining and workspace area greets you as soon as you enter from the private outdoor courtyard. Using the double height void, call out to the living room above to get extra pairs of hands to help store groceries into the pull-out fitted storage, or lay out fresh ingredients on top of quartz countertops with integrated appliances hidden underneath. The entire floor is cosy because of its underfloor heating.
 
First Floor: Follow the yellow stairs with strip LED lights into the living room with a fitted linear bench that doubles up as storage. Book lovers, board games, gamers and TV-watchers could easily melt in this amazing space while waiting for the washing cycle to complete; hidden inside a separate utility store. 
 
Second Floor: Up into serenity, where noise is blocked by the structural concrete flooring that supports two double bedrooms are served by a cleverly designed bathroom, each with its own large triple-glazed windows. More storage could be found in the hallway, or hang your sports equipment onto the mesh balustrade. Enjoy the filtered natural light before you embark into the loft bedroom above.
 
Loft Space: Here is where space shines. With 3 roof lights and 2 windows, you'll enter into a separate wardrobe area with a workspace option, then a master bedroom on the right and a large shower/ bath en-suite with two sinks on your left. A clear height of 3m+ will take your breath away.
 
This premium BER A2 rated property, comes partly-furnished, yet provides a comfortable residence in this prime location. Camden Street, Portobello, the Grand Canal and Stephens's green are all on your doorstep."" 
Permit parking available for on street parking.",19/06/2023,"3,121"
29759778,https://www.daft.ie/for-rent/house-annesley-gardens-ranelagh-dublin-6/3993310,"Annesley Gardens, Ranelagh, Dublin 6",House,"€8,750 per month",4 Bed,4 Bath,4,Immediately,Optional,"***Looking for modern home with complete style and flair*** then Bell Properties are delighted to bring on the market this absolutely fabulous \\\'A\\\' rated four bed 1st letting four bed home  which has been architectural designed by the award winning architects Metropolitan Workshop.  Situated in this small exclusive enclave private upmarket development in the heart of Ranelagh which offers every amenity of urban City Living for all stages of life.  

Surrounded by many fine gourmet stores, Mortons family supermarket and Nortons, Italian delicatessen, Supervalu to name a few.  An abundance of many superb restaurants / bistro to choose from ranging from Traditional - European cuisine at your fingertips.  Boutique cafes and bars all only a stone throw away.  A number of parks to choose from to inc Belgrave and Palmerston Square Family Park both with a fabulous playground area and The People Park famous for its ducks.    Excellent public transport with a wide range of buses to City Centre, Blackrock, Stillorgan and with the added bonus of having Beechwood and Ranelagh Luas only a 5-10 minutes walk.  Grafton Street is 25 minutes walk or 15 minutes by car and Dublin Airport is 35 minutes away.  

Ranalagh also prides itself in the wide range of schools to choose from Multi Denominational School, Sandford Park, Gonzaga, Scoil Bhríde, Muckross Park. Alexandra College St Mary\\\'s College & St Louis. Parks, Sandford National Parish School.   Sporting and all leisure facilities are in abundance to inc Flyte Gym and David Lloyd Gym and Well-Being Centre.

The property has been built to the highest of standard and each design has been carefully throughout out offering luxury and comfort combined.  All rooms are well portioned with large windows allowing the sunlight to pour in giving the property a bright and airy feeling throughout.  Colour scheme is easy on the eyes allowing you to put your own stamp.  The innovative air-to-water heating system providing energy efficient central heating and hot water giving this home its A rated energy rating. 

Accommodation comprises of airy entrance leading to the Kitchen which is the heart of this home with its exceptional large bespoke oak finished  kitchens and calacutta marble work top sourced from Italy, Miele Appliances and porcelain Italian marble kitchen floors combined with extra stylish features such as antiqued quooker boiling brass kitchen tap and brass finished kitchen press handles.  Superb kitchen island to incorporate a seating area.  Good  size family area and  dinning which opens out on to patio doors leading to south west rear landscaped low maintenance garden with patio area.  Separate utility room with Miele washing machine and dryer.   Large living room with bay windows overlooking the front courtyard.  Large WC with space for a cloakroom.  Storage Area.  Complimentary hand finished oak staircase leading to upstairs master double with walk in wardrobe  and with good size ensuite with shower finished walls to floor Carrara and Terrazzo styled porcelain fitted tiles,   .  Large 2nd double bed built in wardrobes.   3rd good size single bedroom.  Main bathroom with bath and Carrara and Terrazzo Italian marble porcelain from floor to ceiling.   Upstairs large bedroom with walk in wardrobe and ensuite  Italian porcelain finished ensuite bathroom and terrace bay window .  An abundance of storage throughout the property. Cobblelock driveaway suitable for two cars.  Pedestrian access.",22/06/2023,"15,336"
216295067,https://www.daft.ie/for-rent/house-17-hume-street-dublin-2/4742955,"17 Hume Street, Dublin 2",House,"€7,000 per month",3 Bed,3 Bath,3,Immediately,Optional,"Handsome Georgian residence ideally located just off St Stephens Green beside the Shelbourne Hotel and all amenities of the city center.
this lovely house has been fully restored and features 3-4 bedrooms and 2-3 reception areas together with 3 bathrooms and fully fitted kitchen breakfast room. 
Top quality fittings, fireplaces and furniture throughout. 
ready for immediate occupation. 

excellent references required.",22/06/2023,"2,265"
24694579,https://www.daft.ie/for-rent/house-baggot-lane-ballsbridge-dublin-4/4694579,"Baggot Lane, Ballsbridge, Dublin 4",House,"€3,780 per month",3 Bed,3 Bath,Immediately,Yes,Minimum 1 Year,"Kavanagh's Mews is a fine, gated and private two storey Mews House in Ballsbridge, Dublin 4. 

Consisting of three double bedrooms one of which is en suite. 

This Master bedroom has a super king size bed and the two other bedrooms are a super king size and a double respectively.

There is a main bathroom with shower/bath power shower.

There is a kitchen/dining/living space with breakfast bar and sunny south facing garden access at the back through a sliding 'half wall' doors to patio. At the front of the house is further access to a separate and enclosed courtyard space. 

The lounge area has extensive couch seating with feature real fireplace. The large kitchen has all modern appliances.

Radiator heating throughout. residential parking available. Alarm. There is high speed internet broadband cable available for tenant to connect their service provider.

With three double bedrooms, 2 bath/shower rooms, there is also a further 1/2 bath - toilet and sink facilities together with laundry facilities. 

Clean and refurbished attic space ideal for storage.",20/06/2023,"5,139"
216496356,https://www.daft.ie/for-rent/house-2-seapoint-terrace-irishtown-dublin-4/5288468,"2 Seapoint Terrace, Irishtown, Dublin 4",House,"€3,750 per month",3 Bed,2 Bath,Immediately,Yes,Minimum 1 Year,"Lisney Sotheby's International Realty are delighted to present to the market this unique, mid terraced home in an unparalleled location.

This lovely home has been renovated to the highest standards with no expense spared and a high level of attention to detail throughout this stylish home. 

This three bedroom house is spacious, bright and very well presented. The open plan living, come dining and kitchen area to the left as your enter the house. They are filled with natural light throughout the day and lead into the manicured, low maintenance rear garden. There is a large double bedroom downstairs and full bathroom also.

Upstairs you can find the other two large bedrooms and the modern bathroom.

The location of this home is unparalleled. Living here you will be a stones throw from Irishtown village, Ringsend Village and Sandymount Village. You have a wealth of amenities close by, schools, shops, bars and restaurants. The ever popular Sandymount beach is a short 10 minute walk. The house is well served by many bus routes, is a walk to Gran canal & Lansdowne Road dart stations. The house is within close proximity to the Port Tunnel with direct access to the airport and m50 alike. 

Viewing is highly recommended - available at the end of June.",22/06/2023,"3,784"
25292798,https://www.daft.ie/for-rent/house-4-moyne-court-dublin-6-ranelagh-dublin-6/5292798,"4 Moyne Court, Dublin 6, Ranelagh, Dublin 6",House,"€4,000 per month",3 Bed,2 Bath,2,Immediately,Yes,"Three bed furnished townhouse in a Fantastic location, a short walk from Ranelagh village beside Beechwood Luas station. Plenty of shops bars restaurants all within walking distance.

Recent Major Renovation, 
New triple Glazed Windows
Efficient Gas Boiler
Sliding garden Patio door.
New Velux roof lights
New Kitchen
Garden Patio

Parking


Private Sunny garden.

Can be viewed by emailing your full details


References Essential",22/06/2023,"2,815"
216268638,https://www.daft.ie/for-rent/apartment-160-wyckham-pointwyckham-way-dundrum-dublin-14/4739732,"160 Wyckham PointWyckham way, Dundrum, Dublin 14",Apartment,"€3,700 per month",3 Bed,2 Bath,2,Immediately,Yes,"- 3 Bedroom Penthouse Apartment - Adjacent to Dundrum Town Centre & Balally Luas Station - - 24 Hour Concierge Service - On-Site Business Centre 

Lisney Sotheby International Realty are delighted to present this Spectacular penthouse apartment to let in the very popular Wyckham development. Situated within walking distance of Dundrum Town Centre and the Green Luas Station, Sandyford Industrial Estate and the M50 are within easy reach. The apartment has been furnished to an exceedingly high standard. The apartment comprises three double bedrooms, and a large open-plan living room complete with a generous kitchen. The apartment boasts an abundance of storage. Clever craftsmanship has produced bespoke pieces that allow for additional storage while also adding to the aesthetic of the apartment. The apartment also enjoys a two private balcony with exceptional views of the Dublin Mounttains.",22/06/2023,"4,553"
216589074,https://www.daft.ie/for-rent/house-hagans-court-lad-lane-dublin-2/5299156,"Hagan's Court, Lad Lane, Dublin 2",House,"€3,000 per month",2 Bed,1 Bath,Immediately,Yes,Minimum 1 Year,"Stunning Two Bed Mews in Dublin 2

16 Hagan's Court is a simply charming architect designed semi-detached Mews positioned in one of Dublin's premier locations. Built in 2003, this Mews House is situated in a quiet cul de sac to the rear of Lower Baggot Street, within minutes' walk of Fitzwilliam Square, Merrion Square, St. Stephen's Green and Grafton Street. 

The property has been completely renovated. It extendeds to approximately 96m². This cleverly designed home comprises a large and inviting entrance hallway, guest wc, stairs to a bright, spacious, dual aspect, open plan Living/Dining/Kitchen area with a new fully fitted kitchen with all new appliances including a breakfast bar. In addition, there is a sliding door to a spacious east facing balcony. Upstairs features two spacious double bedrooms and a bathroom. This floor has been converted to a stunning space with ample skylights and a spacious balcony to the rear. 

There is access directly from the street and the rear car park. There is secure off street parking. Access to the car park is through a shared archway. 

This is the ultimate City pad within Dublin 2's trendiest neighbourhood. Hagan's Court is ideally located just off Lad Lane and is only a short walk to Baggot Street, Pembroke Street, Merrion Row, Grafton Street with its array of cafes, fine eateries, pubs, hotels, boutiques, artisan shops and shopping Centres. St. Stephen's Green, Merrion Square, Trinity College and the City Centre are only a 10 minute walk. All Principal places of business are within walking distance and there is good public transport to the City Centre and Dublin Airport is only a 20-minute drive via the Port Tunnel.",22/06/2023,"2,218"
25305419,https://www.daft.ie/for-rent/apartment-15-ashurst-blackrock-co-dublin/5305419,"15 Ashurst, Blackrock, Co. Dublin",Apartment,"€3,200 per month",2 Bed,2 Bath,"Jul 15th, 2023",Yes,Minimum 1 Year,"Furnished 2 bed / 2 bath apartment available for rent in Blackrock. Measuring 1,033 sq. ft / 96 sq. m, It offers a bright, light filled living / dining area, kitchen, and balcony. 
The apartment has been recently refurbished and maintained to top standards. It enjoys an enviable location, located on the N11 and is very well connected to the city centre with availability of bus corridor at door step & a 10 mnute walk to Booterstown/Blackrock Dart stations. A 5 minute walk to Stillorgan Shopping Centre and a 10 minute walk to  Blackrock Village which offers a wide variety of retail and dining options on its main street, alongside two shopping centres.

Parking space is included, along with a second extra guest parking permit.

**Heating bill is included**

Special features:
FURNISHED Large spacious apartment extending to c 96 sq. m / 1,033 sq. ft

Two bedrooms, two bathroom
Second floor apartment
Balcony
Intercom and high level of security    Highly convenient location with excellent transport links including DART and several bus routes
Parking space + extra guest permit
**Heating bill included**",15/06/2023,"1,338"
216686766,https://www.daft.ie/for-rent/apartment-apt-13-old-city-sauls-court-cows-lane-d08-hk24-dublin-8/5309393,"Apt 13, Old City Sauls Court, Cows Lane, D08 HK24, Dublin 8",Apartment,"€3,950 per month",3 Bed,2 Bath,"Jul 11th, 2023",Yes,Minimum 1 Year,"This fourth floor 3 bedroom dual aspect apartment with one car parking space is available to rent immediately. The property has been refurbished to a very high standard throughout and is ready to walk into.

Upon entering the property there is a large entrance hallway with access to the hotpress and generous storage cupboards.  The bedrooms are located to the left and all are west facing overlooking Cow's Lane.  The bedrooms have built-in wardrobes.  The master bedroom is ensuite and has access to the balcony.  The living/dining room is overlooking an internal courtyard and is a large bright space with access to an east facing balcony.  The fully equipped kitchen is a chef's delight with ample workspace a breakfast bar.  The main bathroom completes the accommodation.

This location is the epitome of city living with a wealth of artisan shops, restaurants, cafes, bars and many cultural amenities on the doorstep. It is a short walk to Grafton Street, St Stephen's Green, Trinity College and Christchurch. The area is well served by public transport including DART, Luas, City Bikes and Dublin Bus.",22/06/2023,831
